Arttırılabilir Azami Bellek,Bağlantılar,Bağlantılar (İkincil),Cihaz Ağırlığı,Dokunmatik Ekran,Ekran Boyutu,Ekran Kartı,Ekran Kartı Bellek Tipi,Ekran Kartı Hafızası,Ekran Kartı Tipi,Ekran Yenileme Hızı,Ekran Özelliği,Garanti Süresi,Garanti Tipi,Görüntü Kalitesi,HDMI,Hard Disk Kapasitesi,Kapasite,Klavye,Kullanım Amacı,Maksimum İşlemci Hızı (GHz),Okula Dönüş,Optik Sürücü Tipi,Panel Tipi,Ram (Sistem Belleği),Ram (Sistem Belleği) Tipi,Renk,SSD Kapasitesi,SSD Teknolojisi,Soket Tipi,Temel İşlemci Hızı (GHz),Çözünürlük,Çözünürlük Standartı,İşlemci Modeli,İşlemci Nesli,İşlemci Tipi,İşlemci Çekirdek Sayısı,İşletim Sistemi,Şarjlı Kullanım Süresi,url,price,marka
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4060,GDDR6,8 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,32 GB,DDR5,Siyah,1 TB,,,,1920 x 1080,Full HD (FHD),7640HS,7. Nesil,AMD Ryzen 5,6,Windows,,https://www.trendyol.com//hp/victus-gaming-laptop-16-s0018nt-r5-7640hs-32gb-1tb-ssd-rtx4060-144hz-16-1-fhd-w11pro-7z4m8ea-p-743545990,45.840 TL,HP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//hp/victus-gaming-laptop-16-s0018nt-r5-7640hs-16gb-1tb-ssd-rtx4060-144hz-16-1-fhd-w11pro-7z4m8ea-p-743540877,43.865 TL,HP
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4060,GDDR6,8 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,32 GB,DDR5,Gri,512 GB,,,,1920 x 1080,Full HD (FHD),7640HS,7. Nesil,AMD Ryzen 5,6,Windows,,https://www.trendyol.com//hp/victus-gaming-laptop-16-s0018nt-r5-7640hs-32gb-512gb-ssd-rtx4060-144hz-16-1-fhd-w11home-7z4m8ea-p-743540410,42.951 TL,HP
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4060,GDDR6,8 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,16 GB,DDR5,Gri,1 TB,,,,1920 x 1080,Full HD (FHD),7640HS,7. Nesil,AMD Ryzen 5,6,Windows,,https://www.trendyol.com//hp/victus-gaming-laptop-16-s0018nt-r5-7640hs-16gb-1tb-ssd-rtx4060-144hz-16-1-fhd-w11home-7z4m8ea-p-743540402,42.951 TL,HP
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4060,GDDR6,8 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,5.0,,,IPS,16 GB,DDR5,Gümüş,2 TB,,,,1920 x 1080,Full HD (FHD),7640HS,7. Nesil,AMD Ryzen 5,6,Windows,,https://www.trendyol.com//hp/victus-gaming-laptop-16-s0018nt-r5-7640hs-16gb-2tb-ssd-rtx4060-144hz-16-1-fhd-w11home-7z4m8ea-p-743540352,45.061 TL,HP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//casper/excalibur-g911-1390-dx70x-c-intel-core-i9-13900hx-32gb-ddr5-ram-2tb-nvme-ssd-8gb-rtx4070-freedos-p-672172826,65.199 TL,Casper
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 2050,GDDR6,4 GB,Harici,144 Hz,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmalı),Oyun,,,,IPS,16 GB,DDR4,Gri,1 TB,,,,1920 x 1080,Full HD (FHD),13420H,13. Nesil,Intel Core i5,8,Free Dos,,https://www.trendyol.com//hp/victus-15-fa1052nt-7p8n3ea03-i5-13420h-16gb-1tbssd-rtx2050-15-6-fullhd-freedos-tasinabilir-bilgi-p-782509322,"27.471,51 TL",HP
8 GB,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4050,GDDR6,6 GB,Dahili,144 Hz,,2 Yıl,ACER Türkiye Garantili,,,HDD Yok,,Q Türkçe + Numerik (Aydınlatmalı),Oyun,,,,VA,16 GB,DDR5,Siyah,512 GB,Gen 4,,2.3,1920 x 1080,Full HD (FHD),12650H,12. Nesil,Intel Core i7,10,Free Dos,4-6 Saat,https://www.trendyol.com//acer/nitro-5-an515-58-73bd-intel-core-i7-12650h-16gb-512gb-ssd-rtx4050-freedos-15-6-fhd-nh-qlzey-008-p-770280916,"35.441,01 TL",ACER
,Bluetooth - HDMI,,2 kg ve Altı,Yok,16 inç,Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,165 Hz,,2 Yıl,Asus Türkiye Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmasız),Oyun,,,,IPS,16 GB,DDR4,Gri,512 GB,,,,1920 x 1200,FHD+,12700H,12. Nesil,Intel Core i7,14,Free Dos,,https://www.trendyol.com//asus/rog-zephyrus-g16-gu603zu-n3019-i7-12700h-16gb-512gb-ssd-6gb-rtx4050-16-inc-fhd-165hz-p-654514525,42.999 TL,ASUS
,Bluetooth,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,Casper Türkiye Garantili,,,HDD Yok,,Q Türkçe + Numerik (RGB Aydınlatmalı),Oyun,4.7,,,IPS,64 GB,DDR4,Gri,1 TB,Gen 4,,,1920 x 1080,Full HD (FHD),12650H,12. Nesil,Intel Core i7,10,Free Dos,,https://www.trendyol.com//casper/excalibur-g870-1265-efa0x-b-intel-core-i7-12650h-64gb-ram-1tb-nvme-ssd-gen4-6gb-rtx4050-freedos-p-672181045,38.999 TL,Casper
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4060,GDDR6,8 GB,Harici,144 Hz,,2 Yıl,Casper Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,,,,Full HD,32 GB,DDR4,Metalik,500 GB,Gen 4,,,1920 x 1080,Full HD (FHD),13420H,13. Nesil,Intel Core i5,8,Free Dos,,https://www.trendyol.com//casper/excalibur-g870-1342-dvb0x-b-intel-core-i5-13420h-32gb-ram-500gb-nvme-ssd-gen4-8gb-rtx4060-freedos-p-778321478,36.099 TL,Casper
,,,2 kg ve Altı,Yok,14 inç,Nvidia GeForce MX550,GDDR6,2 GB,Harici,Belirtilmemiş,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe,Oyun,,,,,16 GB,DDR4,Siyah,512 GB,,,,1920 x 1080,Full HD (FHD),1235U,12. Nesil,Intel Core i5,10,Windows,,https://www.trendyol.com//lenovo/e14-21e3005rtx-i5-1235u-16gb-512ssd-mx550-14-fullhd-w11p-tasinabilir-bilgisayar-p-445369008,26.547 TL,LENOVO
,Bluetooth - HDMI,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce GTX 1650,GDDR6,4 GB,Harici,120 Hz,,2 Yıl,Lenovo Türkiye Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmalı),Oyun,4.5,,,IPS,16 GB,DDR4,Gri,512 GB,,,,1920 x 1080,Full HD (FHD),11320H,11. Nesil,Intel Core i5,4,Windows,,https://www.trendyol.com//lenovo/ideapad-g3-intel-core-i5-11320h-16gb-512gb-ssd-gtx1650-windows-11-home-15-6-82k101lxtxa29-p-767353763,24.899 TL,LENOVO
,Bluetooth - HDMI,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX3060,GDDR6,6 GB,Harici,120 Hz,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmalı),Oyun,,,,IPS,16 GB,DDR4,Gri,1 TB,,,,1920 x 1080,Full HD (FHD),12450H,12. Nesil,Intel Core i5,8,Free Dos,,https://www.trendyol.com//lenovo/ideapad-gaming-3-82s9016ptx04-i5-12450h-16gb-1tbssd-rtx3060-15-6-fullhd-freedos-tasinabilir-p-778467200,"29.720,14 TL",LENOVO
,USB - Bluetooth - HDMI,,2 kg ve Altı,Yok,16 inç,Nvidia GeForce RTX 2050,GDDR6,4 GB,Harici,60 Hz,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe + Numerik (Aydınlatmalı),Oyun,,,,IPS,16 GB,LPDDR5,Gri,512 GB,,,,2560 x 1600,WQXGA,1260p,12. Nesil,Intel Core i7,12,Free Dos,,https://www.trendyol.com//lenovo/thinkbook-16-21cy004rtx-i7-1260p-16gb-512ssd-rtx2050-16-qhd-freedos-tasinabilir-bilgisayar-p-721676207,35.724 TL,LENOVO
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4070,GDDR6,8 GB,Harici,144 Hz,,2 Yıl,MSI Türkiye Garantili,,,HDD Yok,,Q Türkçe + Numerik (RGB Aydınlatmalı),Oyun,4.7,,,TN,16 GB,DDR5,Siyah,1 TB,,,,1920 x 1080,Full HD (FHD),12650H,12. Nesil,Intel Core i7,10,Windows,,https://www.trendyol.com//msi/katana-15-b12vgk-087xtr-intel-core-i7-12650h-16gb-1tb-ssd-rtx4070-windows-11-pro-15-6-fhd-144hz-p-764459532,55.999 TL,MSI
,USB,,2 - 4 kg,Yok,"15,6 inç",AMD Radeon RX6500M,GDDR6,4 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmasız),Oyun,,,,IPS,16 GB,DDR4,Gümüş,512 GB,,,,1920 x 1080,Full HD (FHD),5600H,5. Nesil,AMD Ryzen 5,6,Windows,,https://www.trendyol.com//hp/victus-gaming-laptop-15-fb0015nt-r5-5600h-16gb-512gb-ssd-rx6500m-15-6-fhd-144hz-w11home-7j3t4ea-p-699618894,29.541 TL,HP
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 2050,GDDR6,4 GB,Harici,144 Hz,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe + Numerik (RGB Aydınlatmalı),Oyun,,,,IPS,32 GB,DDR4,Siyah,1 TB,,,,1920 x 1080,Full HD (FHD),11400H,11. Nesil,Intel Core i5,6,Windows,,https://www.trendyol.com//asus/tuf-gaming-f15-fx506hf-hn028w07-i5-11400h-32gb-1tbssd-rtx2050-15-6-fullhd-w11h-tasinabilir-bil-p-736047712,28.649 TL,ASUS
,Bluetooth - HDMI,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4060,GDDR6,8 GB,Harici,165 Hz,,2 Yıl,Dell Türkiye Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmalı),Oyun,4.9,,,IPS,16 GB,DDR5,Siyah,1 TB,,,,1920 x 1080,Full HD (FHD),13650HX,13. Nesil,Intel Core i7,14,Windows,,https://www.trendyol.com//dell/gaming-g15-5530-intel-core-i7-13650hx-16gb-1tb-ssd-rtx4060-windows-11home-15-6-g155530013wha1-p-741981766,"45.854,91 TL",Dell
,USB - Bluetooth - HDMI,,4 kg ve Üstü,Yok,18 inç,Nvidia GeForce RTX 4070,GDDR6,8 GB,Harici,480 Hz,,2 Yıl,Dell Türkiye Garantili,,,HDD Yok,,Q İngilizce,Oyun,,,,IPS,32 GB,DDR5,Metalik,1 TB,,,,1920 x 1200,FHD+,7845HX,7. Nesil,AMD Ryzen 9,12,Windows,,https://www.trendyol.com//dell/alienware-m18-r9-7845hx-18-fhd-480hz-32gb-1tb-rtx4070-q-us-ing-klavye-1-yil-tr-garanti-p-758380280,84.680 TL,Dell
128 GB,HDMI,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX3060,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe + Numerik (RGB Aydınlatmalı),Oyun,,,,IPS,16 GB,DDR4,Siyah,512 GB,Gen 3,,,1920 x 1080,Full HD (FHD),11800H,11. Nesil,Intel Core i7,8,Windows,3 Saat ve Altı,https://www.trendyol.com//technopc/quantum-gaming-ev15-i7-11800h-16-gb-ram-512-gb-ssd-rtx-3060-p-757492216,38.000 TL,Technopc
,USB - Bluetooth - HDMI,,2 kg ve Altı,Yok,"15,6 inç",Nvidia GeForce RTX 3050,GDDR6,4 GB,Harici,144 Hz,,2 Yıl,Asus Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,,,,Anti-Glare,8 GB,DDR4,Siyah,512 GB,,,,1920 x 1080,Full HD (FHD),11400H,11. Nesil,Intel Core i5,6,Windows,,https://www.trendyol.com//asus/tuf-gaming-f15-15-6-fhd-144hz-4-gb-rtx3050-i5-11400h-8-gb-ram-512-gb-m-2-ssd-win11-home-p-769096134,28.900 TL,ASUS
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,Monster Türkiye Garantili,,,HDD Yok,,Q Türkçe + Numerik (Aydınlatmalı),Oyun,4.4,,,IPS,16 GB,DDR4,Siyah,1 TB,Gen 4,,2,1920 x 1080,Full HD (FHD),12450H,12. Nesil,Intel Core i5,8,Windows,3 Saat ve Altı,https://www.trendyol.com//monster/abra-a5-v20-4-1-intel-core-i5-12450h-16-gb-ram-1-tb-ssd-6-gb-rtx-4050-windows-11-15-6-fhd-144-hz-p-760784187,35.099 TL,Monster
16 GB,Bluetooth - HDMI,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX3060,GDDR6,6 GB,Harici,120 Hz,,2 Yıl,Lenovo Türkiye Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmalı),Oyun,4.7,,,IPS,16 GB,DDR4,Gri,1 TB,,,2.3,1920 x 1080,Full HD (FHD),12650H,12. Nesil,Intel Core i7,10,Free Dos,,https://www.trendyol.com//lenovo/ideapad-gaming-3-15iah7-16gb-1tb-ssd-6gb-rtx-3060-15-6-fhd-freedos-82s9010dtx-p-739409675,35.999 TL,LENOVO
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4060,GDDR6,8 GB,Harici,144 Hz,,2 Yıl,Casper Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,,,,Full HD,16 GB,DDR4,Metalik,1 TB,Gen 4,,,1920 x 1080,Full HD (FHD),13420H,13. Nesil,Intel Core i5,8,Free Dos,,https://www.trendyol.com//casper/excalibur-g870-1342-bfb0x-b-intel-core-i5-13420h-16gb-ram-1tb-nvme-ssd-gen4-8gb-rtx4060-freedos-p-778322726,35.199 TL,Casper
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,Casper Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,,,,IPS,16 GB,DDR4,Gri,1 TB,Gen 4,,,1920 x 1080,Full HD (FHD),12650H,12. Nesil,Intel Core i7,10,Free Dos,,https://www.trendyol.com//casper/excalibur-g870-1265-bqa0x-b-intel-core-i7-12650h-16gb-rtx4050-fdos-p-776826645,33.999 TL,Casper
,,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 3070,GDDR6,8 GB,Harici,Belirtilmemiş,,2 Yıl,Resmi Distribütör Garantili,,,500 GB,,Q Türkçe,Oyun,,,Yok,,16 GB,DDR4,Siyah,SSD Yok,,,,1920 x 1080,Full HD (FHD),11800H,11. Nesil,Intel Core i7,8,Free Dos,,https://www.trendyol.com//acer/nitro-5-11-nesil-core-i7-11800h-16gb-512gb-ssd-15-6inc-rtx3070-8gb-freedos-p-355654354,37.986 TL,ACER
,HDMI,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,4.5,,,IPS,8 GB,DDR5,Siyah,512 GB,,,3.3,1920 x 1080,Full HD (FHD),12500H,12. Nesil,Intel Core i5,12,Free Dos,3 Saat ve Altı,https://www.trendyol.com//acer/nitro5-an515-core-i5-12500h-16gb-512gb-ssd-rtx-4050-freedos-15-6-fhd-notebook-nh-qlzey-001-p-742915008,29.999 TL,ACER
,Bluetooth,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4050,GDDR6,16 GB,Dahili,90 Hz,,2 Yıl,Lenovo Türkiye Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmalı),Oyun,,,,IPS,16 GB,DDR6,Beyaz,512 GB,,,,1920 x 1080,Full HD (FHD),13620H,10. Nesil,Intel Core i7,8,Windows,,https://www.trendyol.com//lenovo/loq-intel-core-i7-13620-16gb-512gb-ssd-nvidia-geforce-rtx-4050-6gb-gddr6-15-6-fhd-w11-notebo-p-754176754,44.999 TL,LENOVO
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4060,GDDR6,8 GB,Harici,144 Hz,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmalı),Oyun,5.0,,,IPS,32 GB,DDR4,Siyah,512 GB,,,,1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,14,Free Dos,,https://www.trendyol.com//hp/victus-intel-core-i7-13700h-32gb-512gb-ssd-rtx4060-freedos-15-6-fhd-8u846eaa37-p-789566142,"41.490,91 TL",HP
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4060,GDDR6,8 GB,Harici,144 Hz,,2 Yıl,Casper Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,,,,Full HD,32 GB,DDR4,Metalik,2 TB,Gen 4,,,1920 x 1080,Full HD (FHD),13420H,13. Nesil,Intel Core i5,8,Free Dos,,https://www.trendyol.com//casper/excalibur-g870-1342-dxb0x-b-intel-core-i5-13420h-32gb-ram-2tb-nvme-ssd-gen4-8gb-rtx4060-freedos-p-778321903,38.499 TL,Casper
,,,2 kg ve Altı,Yok,"15,6 inç",Nvidia GeForce RTX 3050,GDDR6,4 GB,Harici,144 Hz,,2 Yıl,Asus Türkiye Garantili,,,HDD Yok,,Q Türkçe,Oyun,4.5,,,,16 GB,DDR4,Siyah,512 GB,,,2.7,1920 x 1080,Full HD (FHD),11400H,11. Nesil,Intel Core i5,6,Free Dos,,https://www.trendyol.com//asus/tuf-gaming-f15-fx506hc-i5-11400h-16gb-512gb-ssd-rtx3050-4gb-144hz-fdos-15-6-fhd-hn373-p-661915040,29.999 TL,ASUS
,HDMI - USB,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 2050,GDDR6,4 GB,Harici,144 Hz,,2 Yıl,Asus Türkiye Garantili,,,HDD Yok,,Q Türkçe (RGB Aydınlatmalı),Oyun,4.5,,,IPS,16 GB,DDR4,Gri,512 GB,,,,1920 x 1080,Full HD (FHD),11400H,11. Nesil,Intel Core i5,6,Windows,,https://www.trendyol.com//asus/tuf-gaming-f15-fx506hf-i5-11400h-16gb-512gb-ssd-rtx2050-4gb-144hz-15-6-fhd-w11home-hn031-p-709517640,27.999 TL,ASUS
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,120 Hz,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmalı),Oyun,,,,VA,32 GB,DDR5,Siyah,512 GB,,,,1920 x 1080,Full HD (FHD),Belirtilmemiş,13. Nesil,Intel Core i5,10,Linux,,https://www.trendyol.com//dell/g15-5530-i5-13450hx-32gb-512gb-ssd-6gb-rtx4050-15-6-fhd-165hz-ubuntu-g155530008u-32gb-p-760913267,34.939 TL,Dell
,HDMI,,2 - 4 kg,Yok,"17,3 inç",Nvidia GeForce RTX 4070,GDDR6,8 GB,Harici,144 Hz,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,RGB Türkçe,Oyun,,,,,32 GB,DDR5,Siyah,1 TB,,,,1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,14,Free Dos,,https://www.trendyol.com//game-garaj/slayer3-10xl-4070-c2-i7-13700h-32gb-1tb-ssd-rtx4070-17-3-fhd-ips-144hz-dos-canta-ile-p-665611903,"55.032,56 TL",Game Garaj
16 GB,HDMI,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 3050,GDDR6,4 GB,Harici,120 Hz,,2 Yıl,Lenovo Türkiye Garantili,,,HDD Yok,,Q Türkçe + Numerik (Aydınlatmalı),Oyun,4.4,,,IPS,16 GB,DDR4,Gri,512 GB,Gen 3,,3.3,1920 x 1080,Full HD (FHD),12450H,12. Nesil,Intel Core i5,12,Free Dos,3 Saat ve Altı,https://www.trendyol.com//lenovo/ideapad-gaming-3-intel-core-i5-12450h-16gb-512gb-ssd-rtx3050-freedos-15-6-p-768062893,26.399 TL,LENOVO
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,16 inç,Nvidia GeForce RTX 4070,GDDR6,8 GB,Harici,165 Hz,,2 Yıl,Monster Türkiye Garantili,,,HDD Yok,,Q Türkçe + Numerik (Aydınlatmalı),Oyun,5.0,,,IPS,16 GB,DDR4,Siyah,500 GB,Gen 4,,2.4,2560 x 1600,QHD,13700H,13. Nesil,Intel Core i7,14,Windows,3 Saat ve Altı,https://www.trendyol.com//monster/tulpar-t6-v1-1-3-intel-core-i7-13700h-16-gb-ram-500-gb-ssd-8-gb-rtx-4070-windows-11-16-qhd-165-hz-p-742790708,61.599 TL,Monster
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmalı),Oyun,5.0,,,IPS,16 GB,DDR5,Siyah,512 GB,,,,1920 x 1080,Full HD (FHD),13700H,13. Nesil,Intel Core i7,14,Free Dos,,https://www.trendyol.com//hp/victus-16-r0037nta37-intel-core-i7-13700h-16gb-512gb-ssd-rtx4050-freedos-16-1-7p643eaa37-p-746568121,"36.581,44 TL",HP
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4060,GDDR6,8 GB,Harici,144 Hz,,2 Yıl,Monster Türkiye Garantili,,,HDD Yok,,Q Türkçe + Numerik (RGB Aydınlatmalı),Oyun,4.7,,,IPS,16 GB,DDR4,Siyah,500 GB,Gen 4,,2.3,1920 x 1080,Full HD (FHD),12650H,12. Nesil,Intel Core i7,10,Windows,3 Saat ve Altı,https://www.trendyol.com//monster/tulpar-t5-v23-2-3-intel-core-i7-12650h-16-gb-ram-500-gb-ssd-8-gb-rtx-4060-windows-11-15-6-fhd-144hz-p-745868604,45.599 TL,Monster
,HDMI - USB,,2 kg ve Altı,Yok,"15,6 inç",Dahili Ekran Kartı,SD,Paylaşımlı,Dahili,60 Hz,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmalı),Ofis - İş,,,,IPS,8 GB,DDR4,Gri,512 GB,,,,1920 x 1080,Full HD (FHD),1260p,12. Nesil,Intel Core i7,12,Windows,,https://www.trendyol.com//lenovo/ideapad-5-82sf0080tx03-i7-1260p-8gb-512ssd-15-6-fullhd-w11p-tasinabilir-bilgisayar-cnt004-p-779521461,24.999 TL,LENOVO
,,,2 kg ve Altı,Yok,"15,6 inç",Nvidia GeForce RTX 3050 Ti,GDDR6,4 GB,Harici,144 Hz,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe,Oyun,,,,,16 GB,DDR5,Mavi,1 TB,,,,1920 x 1080,Full HD (FHD),6800H,6. Nesil,AMD Ryzen 7,8,Free Dos,,https://www.trendyol.com//asus/vivobook-pro-15-m6500re-hn037a1-ryzen7-6800h-16gb-1tbssd-rtx3050ti-15-6-fullhd-freedos-tasinab-p-447049190,35.849 TL,ASUS
,Bluetooth - HDMI,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe,Oyun,,,,IPS,24 GB,DDR5,Siyah,512 GB,,,2.1,1920 x 1080,Full HD (FHD),13420H,13. Nesil,Intel Core i5,8,Free Dos,3 Saat ve Altı,https://www.trendyol.com//acer/nitro-v-15-core-i5-13420h-24-gb-512-gb-ssd-rtx-4050-freedos-15-6-fhd-notebook-nh-qnbey-001-245-p-784778515,30.999 TL,ACER
,USB - Bluetooth - HDMI,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe + Numerik (RGB Aydınlatmalı),Oyun,,,,IPS,16 GB,DDR5,Gümüş,1 TB,,,,1920 x 1080,Full HD (FHD),7640HS,7. Nesil,AMD Ryzen 5,6,Free Dos,,https://www.trendyol.com//hp/victus-16-s0063nt-8q4k3ea01-ryzen5-7640hs-16gb-1tbssd-rtx4050-16-1-fullhd-freedos-tasinabilir-bi-p-785162302,31.579 TL,HP
,USB,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4060,GDDR6,8 GB,Harici,165 Hz,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmasız),Oyun,,,,Anti-Glare,16 GB,DDR5,Beyaz,1 TB,,,,2560 x 1440,QHD,13700H,13. Nesil,Intel Core i7,14,Windows,,https://www.trendyol.com//gigabyte/aorus-15-bkf-73tr754sh-i7-13700h-16gb-1tb-ssd-8gb-rtx-4060-15-6-qhd-165hz-win11-home-gamin-p-738417010,55.999 TL,Gigabyte
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//lenovo/ideapad-gaming-3-82s9016ptx06-i5-12450h-32gb-512ssd-rtx3060-15-6-fullhd-freedos-tasinabilir-p-778158432,"30.136,35 TL",LENOVO
,,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 3050,GDDR6,4 GB,Harici,120 Hz,,2 Yıl,Dell Türkiye Garantili,,,HDD Yok,,Q Türkçe,Oyun,4.5,,,,16 GB,DDR5,Metalik,512 GB,,,3.3,1920 x 1080,Full HD (FHD),6600H,6. Nesil,AMD Ryzen 5,6,Windows,,https://www.trendyol.com//dell/g15-5525-r5-6600h-16gb-ram-512gb-ssd-rtx3050-4gb-15-6-w11home-g1555251000-p-677195562,30.200 TL,Dell
